qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
10201.0,1127,807,210,27.0,10,1:15.841,1:15.569,1:15.980
10202.0,1127,815,9,11.0,11,1:16.404,1:15.706,
10203.0,1127,839,214,31.0,12,1:16.361,1:15.906,
10204.0,1127,840,117,18.0,13,1:16.458,1:15.992,
10205.0,1127,848,3,23.0,14,1:16.524,1:16.200,
10206.0,1127,842,214,10.0,15,1:16.015,1:16.381,
10207.0,1127,822,15,77.0,16,1:16.626,,
10208.0,1127,855,15,24.0,17,1:16.834,,
10209.0,1127,825,210,20.0,18,1:16.854,,
10210.0,1127,4,117,14.0,19,1:16.917,,
10211.0,1127,858,3,2.0,20,\N,\N,\N
10212.0,1128,844,6,16.0,1,1:11.584,1:10.825,1:10.270
10213.0,1128,857,1,81.0,2,1:11.500,1:10.756,1:10.424
10214.0,1128,832,6,55.0,3,1:11.543,1:11.075,1:10.518
10215.0,1128,846,1,4.0,4,1:11.760,1:10.732,1:10.542
10216.0,1128,847,131,63.0,5,1:11.492,1:10.929,1:10.543
10217.0,1128,830,9,1.0,6,1:11.711,1:10.745,1:10.567
10218.0,1128,1,131,44.0,7,1:11.528,1:11.056,1:10.621
10219.0,1128,852,215,22.0,8,1:11.852,1:11.106,1:10.858
10220.0,1128,848,3,23.0,9,1:11.623,1:11.216,1:10.948
10221.0,1128,842,214,10.0,10,1:11.714,1:10.896,1:11.311
10222.0,1128,839,214,31.0,11,1:11.887,1:11.285,\N
10223.0,1128,807,210,27.0,12,1:11.876,1:11.440,\N
10224.0,1128,817,215,3.0,13,1:11.785,1:11.482,\N
10225.0,1128,840,117,18.0,14,1:11.728,1:11.563,\N
10226.0,1128,825,210,20.0,15,1:11.832,1:11.725,\N
10227.0,1128,4,117,14.0,16,1:12.019,\N,\N
10228.0,1128,858,3,2.0,17,1:12.020,\N,\N
10229.0,1128,815,9,11.0,18,1:12.060,\N,\N
10230.0,1128,822,15,77.0,19,1:12.512,\N,\N
10231.0,1128,855,15,24.0,20,1:13.028,\N,\N
10232.0,1129,847,131,63.0,1,1:13.013,1:11.742,1:12.000
10233.0,1129,830,9,1.0,2,1:12.360,1:12.549,1:12.000
10234.0,1129,846,1,4.0,3,1:12.959,1:12.201,1:12.021
10235.0,1129,857,1,81.0,4,1:12.907,1:12.462,1:12.103
10236.0,1129,817,215,3.0,5,1:13.240,1:12.572,1:12.178
10237.0,1129,4,117,14.0,6,1:13.117,1:12.635,1:12.228
10238.0,1129,1,131,44.0,7,1:12.851,1:11.979,1:12.280
10239.0,1129,852,215,22.0,8,1:12.748,1:12.303,1:12.414
10240.0,1129,840,117,18.0,9,1:13.088,1:12.659,1:12.701
10241.0,1129,848,3,23.0,10,1:12.896,1:12.485,1:12.796
10242.0,1129,844,6,16.0,11,1:13.107,1:12.691,\N
10243.0,1129,832,6,55.0,12,1:13.038,1:12.728,\N
10244.0,1129,858,3,2.0,13,1:13.063,1:12.736,\N
10245.0,1129,825,210,20.0,14,1:13.217,1:12.916,\N
10246.0,1129,842,214,10.0,15,1:13.289,1:12.940,\N
10247.0,1129,815,9,11.0,16,1:13.326,\N,\N
10248.0,1129,822,15,77.0,17,1:13.366,\N,\N
10249.0,1129,839,214,31.0,18,1:13.435,\N,\N
10250.0,1129,807,210,27.0,19,1:13.978,\N,\N
10251.0,1129,855,15,24.0,20,1:14.292,\N,\N
10252.0,1130,846,1,4.0,1,1:12.386,1:11.872,1:11.383
10253.0,1130,830,9,1.0,2,1:12.306,1:11.653,1:11.403
10254.0,1130,1,131,44.0,3,1:12.143,1:11.792,1:11.701
10255.0,1130,847,131,63.0,4,1:12.456,1:11.812,1:11.703
10256.0,1130,844,6,16.0,5,1:12.257,1:12.038,1:11.731
10257.0,1130,832,6,55.0,6,1:12.403,1:11.874,1:11.736
10258.0,1130,842,214,10.0,7,1:12.651,1:12.079,1:11.857
10259.0,1130,815,9,11.0,8,1:12.477,1:12.054,1:12.061
10260.0,1130,839,214,31.0,9,1:12.691,1:12.109,1:12.125
10261.0,1130,857,1,81.0,10,1:12.460,1:12.011,\N
10262.0,1130,4,117,14.0,11,1:12.505,1:12.128,\N
10263.0,1130,822,15,77.0,12,1:12.758,1:12.227,\N
10264.0,1130,807,210,27.0,13,1:12.708,1:12.310,\N
10265.0,1130,840,117,18.0,14,1:12.881,1:12.372,\N
10266.0,1130,855,15,24.0,15,1:12.880,1:12.738,\N
10267.0,1130,825,210,20.0,16,1:12.937,\N,\N
10268.0,1130,852,215,22.0,17,1:12.985,\N,\N
10269.0,1130,817,215,3.0,18,1:13.075,\N,\N
10270.0,1130,848,3,23.0,19,1:13.153,\N,\N
10271.0,1130,858,3,2.0,20,1:13.509,\N,\N
10272.0,1131,830,9,1.0,1,1:05.336,1:04.469,1:04.314
10273.0,1131,846,1,4.0,2,1:05.450,1:05.103,1:04.718
10274.0,1131,847,131,63.0,3,1:05.585,1:05.016,1:04.840
10275.0,1131,832,6,55.0,4,1:05.263,1:05.016,1:04.851
10276.0,1131,1,131,44.0,5,1:05.541,1:05.053,1:04.903
10277.0,1131,844,6,16.0,6,1:05.509,1:05.104,1:05.044
10278.0,1131,857,1,81.0,7,1:05.311,1:05.070,1:05.048
10279.0,1131,815,9,11.0,8,1:05.587,1:05.144,1:05.202
10280.0,1131,807,210,27.0,9,1:05.596,1:05.262,1:05.385
10281.0,1131,839,214,31.0,10,1:05.574,1:05.274,1:05.883
10282.0,1131,817,215,3.0,11,1:05.569,1:05.289,\N
10283.0,1131,825,210,20.0,12,1:05.508,1:05.347,\N
10284.0,1131,842,214,10.0,13,1:05.598,1:05.359,\N
10285.0,1131,852,215,22.0,14,1:05.563,1:05.412,\N
10286.0,1131,4,117,14.0,15,1:05.656,1:05.639,\N
10287.0,1131,848,3,23.0,16,1:05.736,\N,\N
10288.0,1131,840,117,18.0,17,1:05.819,\N,\N
10289.0,1131,822,15,77.0,18,1:05.847,\N,\N
10290.0,1131,858,3,2.0,19,1:05.856,\N,\N
10291.0,1131,855,15,24.0,20,1:06.061,\N,\N
10292.0,1132,847,131,63.0,1,1:30.106,1:26.723,1:25.819
10293.0,1132,1,131,44.0,2,1:29.547,1:26.770,1:25.990
10294.0,1132,846,1,4.0,3,1:31.596,1:26.559,1:26.030
10295.0,1132,830,9,1.0,4,1:31.342,1:26.796,1:26.203
10296.0,1132,857,1,81.0,5,1:30.895,1:26.733,1:26.237
10297.0,1132,807,210,27.0,6,1:31.929,1:26.847,1:26.338
10298.0,1132,832,6,55.0,7,1:30.557,1:26.843,1:26.509
10299.0,1132,840,117,18.0,8,1:31.410,1:26.938,1:26.585
10300.0,1132,848,3,23.0,9,1:31.135,1:26.933,1:26.640
10301.0,1132,4,117,14.0,10,1:31.264,1:26.730,1:26.917
10302.0,1132,844,6,16.0,11,1:30.496,1:27.097,\N
10303.0,1132,858,3,2.0,12,1:31.608,1:27.175,\N
10304.0,1132,852,215,22.0,13,1:30.994,1:27.269,\N
10305.0,1132,855,15,24.0,14,1:31.190,1:27.867,\N
10306.0,1132,817,215,3.0,15,1:31.291,1:27.949,\N
10307.0,1132,822,15,77.0,16,1:32.431,\N,\N
10308.0,1132,825,210,20.0,17,1:32.905,\N,\N
10309.0,1132,839,214,31.0,18,1:34.557,\N,\N
10310.0,1132,815,9,11.0,19,1:38.348,\N,\N
10311.0,1132,842,214,10.0,20,1:39.804,\N,\N
10312.0,1133,846,1,4.0,1,1:17.755,1:15.540,1:15.227
10313.0,1133,857,1,81.0,2,1:17.504,1:15.785,1:15.249
10314.0,1133,830,9,1.0,3,1:17.087,1:15.770,1:15.273
10315.0,1133,832,6,55.0,4,1:17.244,1:15.885,1:15.696
10316.0,1133,1,131,44.0,5,1:17.087,1:16.307,1:15.854
10317.0,1133,844,6,16.0,6,1:17.437,1:15.891,1:15.905
10318.0,1133,4,117,14.0,7,1:17.624,1:16.117,1:16.043
10319.0,1133,840,117,18.0,8,1:17.405,1:16.075,1:16.244
10320.0,1133,817,215,3.0,9,1:17.050,1:16.202,1:16.447
10321.0,1133,852,215,22.0,10,1:17.436,1:16.121,1:16.477
10322.0,1133,807,210,27.0,11,1:17.362,1:16.317,\N
10323.0,1133,822,15,77.0,12,1:17.487,1:16.384,\N
10324.0,1133,848,3,23.0,13,1:17.280,1:16.429,\N
10325.0,1133,858,3,2.0,14,1:17.770,1:16.543,\N
10326.0,1133,825,210,20.0,15,1:17.851,1:16.548,\N
10327.0,1133,815,9,11.0,16,1:17.886,\N,\N
10328.0,1133,847,131,63.0,17,1:17.968,\N,\N
10329.0,1133,855,15,24.0,18,1:18.037,\N,\N
10330.0,1133,839,214,31.0,19,1:18.049,\N,\N
10331.0,1133,842,214,10.0,20,1:18.166,\N,\N
10332.0,1134,830,9,1.0,1,1:54.938,1:53.837,1:53.159
10333.0,1134,844,6,16.0,2,1:55.349,1:54.193,1:53.754
10334.0,1134,815,9,11.0,3,1:55.139,1:54.470,1:53.765
10335.0,1134,1,131,44.0,4,1:55.692,1:54.037,1:53.835
10336.0,1134,846,1,4.0,5,1:55.582,1:54.358,1:53.981
10337.0,1134,857,1,81.0,6,1:54.835,1:54.136,1:54.027
10338.0,1134,847,131,63.0,7,1:55.353,1:54.095,1:54.184
10339.0,1134,832,6,55.0,8,1:55.169,1:54.112,1:54.477
10340.0,1134,4,117,14.0,9,1:55.489,1:54.258,1:54.765
10341.0,1134,839,214,31.0,10,1:55.417,1:54.460,1:54.810
10342.0,1134,848,3,23.0,11,1:55.722,1:54.473,\N
10343.0,1134,842,214,10.0,12,1:54.911,1:54.635,\N
10344.0,1134,817,215,3.0,13,1:55.451,1:54.682,\N
10345.0,1134,822,15,77.0,14,1:55.531,1:54.764,\N
10346.0,1134,840,117,18.0,15,1:56.072,1:55.716,\N
10347.0,1134,807,210,27.0,16,1:56.308,\N,\N
10348.0,1134,825,210,20.0,17,1:56.500,\N,\N
10349.0,1134,852,215,22.0,18,1:56.593,\N,\N
10350.0,1134,858,3,2.0,19,1:57.230,\N,\N
10351.0,1134,855,15,24.0,20,1:57.775,\N,\N
10352.0,1135,846,1,4.0,1,1:11.377,1:10.496,1:09.673
10353.0,1135,830,9,1.0,2,1:11.393,1:10.811,1:10.029
10354.0,1135,857,1,81.0,3,1:11.541,1:10.505,1:10.172
10355.0,1135,847,131,63.0,4,1:11.049,1:10.552,1:10.244
10356.0,1135,815,9,11.0,5,1:11.006,1:10.678,1:10.416
10357.0,1135,844,6,16.0,6,1:11.370,1:10.689,1:10.582
10358.0,1135,4,117,14.0,7,1:11.493,1:10.845,1:10.633
10359.0,1135,840,117,18.0,8,1:11.518,1:10.661,1:10.857
10360.0,1135,842,214,10.0,9,1:11.718,1:10.815,1:10.977
10361.0,1135,832,6,55.0,10,1:11.327,1:10.914,
10362.0,1135,1,131,44.0,11,1:11.375,1:10.948,
10363.0,1135,852,215,22.0,12,1:11.603,1:10.955,
10364.0,1135,807,210,27.0,13,1:11.832,1:11.215,
10365.0,1135,825,210,20.0,14,1:11.630,1:11.295,
10366.0,1135,817,215,3.0,15,1:11.943,,
10367.0,1135,839,214,31.0,16,1:11.995,,
10368.0,1135,822,15,77.0,17,1:12.168,,
10369.0,1135,855,15,24.0,18,1:13.261,,
10370.0,1135,848,3,23.0,19,\N,\N,\N
10371.0,1135,858,3,2.0,20,\N,\N,\N
10372.0,1136,846,1,4.0,1,1:19.911,1:19.727,1:19.327
10373.0,1136,857,1,81.0,2,1:20.076,1:19.808,1:19.436
10374.0,1136,847,131,63.0,3,1:20.169,1:19.877,1:19.440
10375.0,1136,844,6,16.0,4,1:20.074,1:20.007,1:19.461
10376.0,1136,832,6,55.0,5,1:20.149,1:19.799,1:19.467
10377.0,1136,1,131,44.0,6,1:20.477,1:19.641,1:19.513
10378.0,1136,830,9,1.0,7,1:20.226,1:19.662,1:20.022
10379.0,1136,815,9,11.0,8,1:20.598,1:20.216,1:20.062
10380.0,1136,848,3,23.0,9,1:20.542,1:20.314,1:20.299
10381.0,1136,807,210,27.0,10,1:20.781,1:20.411,1:20.339
10382.0,1136,4,117,14.0,11,1:20.617,1:20.421,\N
10383.0,1136,817,215,3.0,12,1:20.901,1:20.479,\N
10384.0,1136,825,210,20.0,13,1:20.856,1:20.698,\N
10385.0,1136,842,214,10.0,14,1:20.748,1:20.738,\N
10386.0,1136,839,214,31.0,15,1:20.764,1:20.766,\N
10387.0,1136,852,215,22.0,16,1:20.945,\N,\N
10388.0,1136,840,117,18.0,17,1:21.013,\N,\N
10389.0,1136,861,3,43.0,18,1:21.061,\N,\N
10390.0,1136,822,15,77.0,19,1:21.101,\N,\N
10391.0,1136,855,15,24.0,20,1:21.445,\N,\N
10392.0,1137,844,6,16.0,1,1:42.775,1:42.056,1:41.365
10393.0,1137,857,1,81.0,2,1:43.033,1:42.598,1:41.686
10394.0,1137,832,6,55.0,3,1:43.357,1:42.503,1:41.805
10395.0,1137,815,9,11.0,4,1:43.213,1:42.263,1:41.813
10396.0,1137,847,131,63.0,5,1:43.139,1:42.329,1:41.874
10397.0,1137,830,9,1.0,6,1:43.097,1:42.042,1:42.023
10398.0,1137,1,131,44.0,7,1:43.089,1:42.765,1:42.289
10399.0,1137,4,117,14.0,8,1:43.472,1:42.426,1:42.369
10400.0,1137,861,3,43.0,9,1:43.138,1:42.473,1:42.530
10401.0,1137,848,3,23.0,10,1:42.899,1:42.840,1:42.859
10402.0,1137,860,210,50.0,11,1:43.471,1:42.968,
10403.0,1137,852,215,22.0,12,1:43.337,1:43.035,
10404.0,1137,807,210,27.0,13,1:43.101,1:43.191,
10405.0,1137,840,117,18.0,14,1:43.370,1:43.404,
10406.0,1137,817,215,3.0,15,1:43.547,,
10407.0,1137,846,1,4.0,16,1:43.609,,
10408.0,1137,822,15,77.0,17,1:43.618,,
10409.0,1137,855,15,24.0,18,1:44.246,,
10410.0,1137,839,214,31.0,19,1:44.504,,
10411.0,1137,842,214,10.0,20,1:43.088,1:43.179,
10412.0,1138,846,1,4.0,1,1:30.002,1:30.007,1:29.525
10413.0,1138,830,9,1.0,2,1:30.157,1:29.680,1:29.728
10414.0,1138,1,131,44.0,3,1:30.393,1:29.929,1:29.841
10415.0,1138,847,131,63.0,4,1:30.811,1:30.153,1:29.867
10416.0,1138,857,1,81.0,5,1:30.258,1:29.640,1:29.953
10417.0,1138,807,210,27.0,6,1:30.724,1:30.150,1:30.115
10418.0,1138,4,117,14.0,7,1:30.684,1:30.450,1:30.214
10419.0,1138,852,215,22.0,8,1:30.710,1:30.289,1:30.354
10420.0,1138,844,6,16.0,9,1:30.786,1:29.747,\N
10421.0,1138,832,6,55.0,10,1:30.670,1:30.108,\N
10422.0,1138,848,3,23.0,11,1:30.679,1:30.474,\N
10423.0,1138,861,3,43.0,12,1:30.704,1:30.481,\N
10424.0,1138,815,9,11.0,13,1:30.624,1:30.579,\N
10425.0,1138,825,210,20.0,14,1:30.829,1:30.653,\N
10426.0,1138,839,214,31.0,15,1:30.958,1:30.769,\N
10427.0,1138,817,215,3.0,16,1:31.085,\N,\N
10428.0,1138,840,117,18.0,17,1:31.094,\N,\N
10429.0,1138,842,214,10.0,18,1:31.312,\N,\N
10430.0,1138,822,15,77.0,19,1:31.572,\N,\N
10431.0,1138,855,15,24.0,20,1:32.054,\N,\N
10432.0,1139,846,1,4.0,1,1:33.616,1:32.851,1:32.330
10433.0,1139,830,9,1.0,2,1:33.046,1:32.584,1:32.361
10434.0,1139,832,6,55.0,3,1:33.556,1:32.836,1:32.652
10435.0,1139,844,6,16.0,4,1:33.241,1:32.962,1:32.740
10436.0,1139,857,1,81.0,5,1:33.864,1:33.057,1:32.950
10437.0,1139,847,131,63.0,6,1:33.536,1:33.142,1:32.974
10438.0,1139,842,214,10.0,7,1:33.550,1:33.162,1:33.018
10439.0,1139,4,117,14.0,8,1:33.973,1:33.429,1:33.309
10440.0,1139,825,210,20.0,9,1:33.564,1:33.474,1:33.481
10441.0,1139,815,9,11.0,10,1:33.611,1:33.020,\N
10442.0,1139,852,215,22.0,11,1:33.795,1:33.506,\N
10443.0,1139,807,210,27.0,12,1:33.601,1:33.544,\N
10444.0,1139,839,214,31.0,13,1:33.986,1:33.597,\N
10445.0,1139,840,117,18.0,14,1:34.033,1:33.759,\N
10446.0,1139,859,215,30.0,15,1:33.339,\N,\N
10447.0,1139,848,3,23.0,16,1:34.051,\N,\N
10448.0,1139,861,3,43.0,17,1:34.062,\N,\N
10449.0,1139,822,15,77.0,18,1:34.152,\N,\N
10450.0,1139,1,131,44.0,19,1:34.154,\N,\N
10451.0,1139,855,15,24.0,20,1:34.228,\N,\N
10452.0,1140,832,6,55.0,1,1:16.778,1:16.515,1:15.946
10453.0,1140,830,9,1.0,2,1:16.803,1:16.514,1:16.171
10454.0,1140,846,1,4.0,3,1:16.505,1:16.301,1:16.260
10455.0,1140,844,6,16.0,4,1:16.972,1:16.641,1:16.265
10456.0,1140,847,131,63.0,5,1:17.194,1:16.937,1:16.356
10457.0,1140,1,131,44.0,6,1:17.306,1:16.973,1:16.651
10458.0,1140,825,210,20.0,7,1:17.125,1:17.003,1:16.886
10459.0,1140,842,214,10.0,8,1:17.149,1:17.048,1:16.892
10460.0,1140,848,3,23.0,9,1:17.189,1:16.988,1:17.065
10461.0,1140,807,210,27.0,10,1:17.186,1:16.995,1:17.365
10462.0,1140,852,215,22.0,11,1:17.182,1:17.129,\N
10463.0,1140,859,215,30.0,12,1:17.380,1:17.162,\N
10464.0,1140,4,117,14.0,13,1:17.307,1:17.168,\N
10465.0,1140,840,117,18.0,14,1:17.407,1:17.294,\N
10466.0,1140,822,15,77.0,15,1:17.393,1:17.817,\N
10467.0,1140,861,3,43.0,16,1:17.558,\N,\N
10468.0,1140,857,1,81.0,17,1:17.597,\N,\N
10469.0,1140,815,9,11.0,18,1:17.611,\N,\N
10470.0,1140,839,214,31.0,19,1:17.617,\N,\N
10471.0,1140,855,15,24.0,20,1:18.072,\N,\N
10472.0,1141,846,1,4.0,1,1:30.944,1:24.844,1:23.405
10473.0,1141,847,131,63.0,2,1:29.121,1:26.307,1:23.578
10474.0,1141,852,215,22.0,3,1:29.172,1:26.464,1:24.111
10475.0,1141,839,214,31.0,4,1:29.171,1:26.206,1:24.475
10476.0,1141,859,215,30.0,5,1:30.758,1:25.654,1:24.484
10477.0,1141,844,6,16.0,6,1:29.839,1:26.097,1:24.525
10478.0,1141,848,3,23.0,7,1:29.072,1:25.889,1:24.657
10479.0,1141,857,1,81.0,8,1:30.114,1:25.179,1:24.686
10480.0,1141,4,117,14.0,9,1:30.207,1:25.035,1:28.998
10481.0,1141,840,117,18.0,10,1:30.580,1:26.334,\N
10482.0,1141,822,15,77.0,11,1:30.633,1:26.472,\N
10483.0,1141,830,9,1.0,12,1:28.522,1:27.771,\N
10484.0,1141,815,9,11.0,13,1:30.035,1:28.158,\N
10485.0,1141,832,6,55.0,14,1:30.303,1:29.406,\N
10486.0,1141,842,214,10.0,15,1:29.420,1:29.614,\N
10487.0,1141,1,131,44.0,16,1:31.150,\N,\N
10488.0,1141,860,210,50.0,17,1:31.229,\N,\N
10489.0,1141,861,3,43.0,18,1:31.270,\N,\N
10490.0,1141,807,210,27.0,19,1:31.623,\N,\N
10491.0,1141,855,15,24.0,20,1:32.263,\N,\N
10492.0,1142,847,131,63.0,1,1:33.186,1:32.779,1:32.312
10493.0,1142,832,6,55.0,2,1:33.484,1:32.711,1:32.410
10494.0,1142,842,214,10.0,3,1:33.691,1:32.879,1:32.664
10495.0,1142,844,6,16.0,4,1:33.446,1:33.016,1:32.783
10496.0,1142,830,9,1.0,5,1:33.299,1:33.085,1:32.797
10497.0,1142,846,1,4.0,6,1:33.592,1:33.099,1:33.008
10498.0,1142,852,215,22.0,7,1:33.789,1:33.089,1:33.029
10499.0,1142,857,1,81.0,8,1:33.450,1:33.024,1:33.033
10500.0,1142,807,210,27.0,9,1:33.920,1:33.114,1:33.062
10501.0,1142,1,131,44.0,10,1:33.225,1:32.567,1:48.106
10502.0,1142,839,214,31.0,11,1:33.968,1:33.221,\N
10503.0,1142,825,210,20.0,12,1:33.991,1:33.297,\N
10504.0,1142,855,15,24.0,13,1:34.079,1:33.566,\N
10505.0,1142,861,3,43.0,14,1:33.746,1:33.749,\N
10506.0,1142,859,215,30.0,15,1:34.087,1:34.257,\N
10507.0,1142,815,9,11.0,16,1:34.155,\N,\N
10508.0,1142,4,117,14.0,17,1:34.258,\N,\N
10509.0,1142,848,3,23.0,18,1:34.425,\N,\N
10510.0,1142,822,15,77.0,19,1:34.430,\N,\N
10511.0,1142,840,117,18.0,20,1:34.484,\N,\N
10512.0,1143,830,9,1.0,1,1:21.579,1:20.687,1:20.520
10513.0,1143,847,131,63.0,2,1:21.241,1:21.069,1:20.575
10514.0,1143,846,1,4.0,3,1:21.578,1:20.983,1:20.772
10515.0,1143,857,1,81.0,4,1:21.821,1:21.121,1:20.829
10516.0,1143,844,6,16.0,5,1:21.278,1:21.000,1:20.852
10517.0,1143,1,131,44.0,6,1:21.637,1:21.095,1:21.011
10518.0,1143,832,6,55.0,7,1:21.447,1:21.199,1:21.041
10519.0,1143,4,117,14.0,8,1:21.608,1:21.208,1:21.251
10520.0,1143,815,9,11.0,9,1:21.675,1:21.425,1:21.425
10521.0,1143,825,210,20.0,10,1:21.891,1:21.387,1:21.500
10522.0,1143,842,214,10.0,11,1:21.843,1:21.437,\N
10523.0,1143,855,15,24.0,12,1:22.103,1:21.501,\N
10524.0,1143,822,15,77.0,13,1:21.927,1:21.731,\N
10525.0,1143,852,215,22.0,14,1:22.364,1:21.771,\N
10526.0,1143,840,117,18.0,15,1:22.011,1:21.911,\N
10527.0,1143,848,3,23.0,16,1:22.390,\N,\N
10528.0,1143,859,215,30.0,17,1:22.411,\N,\N
10529.0,1143,807,210,27.0,18,1:22.442,\N,\N
10530.0,1143,861,3,43.0,19,1:22.594,\N,\N
10531.0,1143,839,214,31.0,20,1:22.714,\N,\N
10532.0,1144,846,1,4.0,1,1:23.682,1:23.098,1:22.595
10533.0,1144,857,1,81.0,2,1:23.640,1:23.199,1:22.804
10534.0,1144,832,6,55.0,3,1:23.487,1:22.985,1:22.824
10535.0,1144,807,210,27.0,4,1:23.722,1:23.040,1:22.886
10536.0,1144,830,9,1.0,5,1:23.516,1:22.998,1:22.945
10537.0,1144,842,214,10.0,6,1:23.548,1:23.086,1:22.984
10538.0,1144,847,131,63.0,7,1:23.678,1:23.283,1:23.132
10539.0,1144,4,117,14.0,8,1:23.794,1:23.268,1:23.196
10540.0,1144,822,15,77.0,9,1:23.481,1:23.341,1:23.204
10541.0,1144,815,9,11.0,10,1:23.559,1:23.379,1:23.264
10542.0,1144,852,215,22.0,11,1:23.735,1:23.419,\N
10543.0,1144,859,215,30.0,12,1:23.733,1:23.472,\N
10544.0,1144,840,117,18.0,13,1:23.729,1:23.784,\N
10545.0,1144,844,6,16.0,14,1:23.302,1:23.833,\N
10546.0,1144,825,210,20.0,15,1:23.632,1:23.877,\N
10547.0,1144,848,3,23.0,16,1:23.821,\N,\N
10548.0,1144,855,15,24.0,17,1:23.880,\N,\N
10549.0,1144,1,131,44.0,18,1:23.887,\N,\N
10550.0,1144,861,3,43.0,19,1:23.912,\N,\N
10551.0,1144,862,214,61.0,20,1:24.105,\N,\N
,9202401,max_verstappen,red_bull,,1,90.031,89.374,89.179
,9202401,leclerc,ferrari,,2,90.243,89.16499999999999,89.407
,9202401,russell,mercedes,,3,90.35,89.922,89.485
,9202401,sainz,ferrari,,4,89.90899999999999,89.57300000000001,89.507
,9202401,perez,red_bull,,5,90.221,89.932,89.537
,9202401,alonso,aston_martin,,6,90.179,89.801,89.542
,9202401,norris,mclaren,,7,90.143,89.941,89.614
,9202401,piastri,mclaren,,8,90.531,90.122,89.68299999999999
,9202401,hamilton,mercedes,,9,90.451,89.718,89.71000000000001
,9202401,hulkenberg,haas,,10,90.566,89.851,90.502
,9202401,tsunoda,rb,,11,90.481,90.129,
,9202401,stroll,aston_martin,,12,89.965,90.2,
,9202401,albon,williams,,13,90.39699999999999,90.221,
,9202401,ricciardo,rb,,14,90.562,90.27799999999999,
,9202401,kevin_magnussen,haas,,15,90.646,90.529,
,9202401,bottas,sauber,,16,90.756,,
,9202401,zhou,sauber,,17,90.757,,
,9202401,sargeant,williams,,18,90.77,,
,9202401,ocon,alpine,,19,90.793,,
,9202401,gasly,alpine,,20,90.94800000000001,,
,9202402,max_verstappen,red_bull,,1,88.17099999999999,88.033,87.47200000000001
,9202402,leclerc,ferrari,,2,88.318,88.112,87.791
,9202402,perez,red_bull,,3,88.638,88.467,87.807
,9202402,alonso,aston_martin,,4,88.706,88.122,87.846
,9202402,piastri,mclaren,,5,88.755,88.343,88.089
,9202402,norris,mclaren,,6,88.805,88.479,88.132
,9202402,russell,mercedes,,7,88.749,88.44800000000001,88.316
,9202402,hamilton,mercedes,,8,88.994,88.606,88.46000000000001
,9202402,tsunoda,rb,,9,88.988,88.564,88.547
,9202402,stroll,aston_martin,,10,88.25,88.578,88.572
,9202402,bearman,ferrari,,11,88.98400000000001,88.642,
,9202402,albon,williams,,12,89.107,88.98,
,9202402,kevin_magnussen,haas,,13,89.069,89.02,
,9202402,ricciardo,rb,,14,89.065,89.025,
,9202402,hulkenberg,haas,,15,89.055,,
,9202402,bottas,sauber,,16,89.179,,
,9202402,ocon,alpine,,17,89.475,,
,9202402,gasly,alpine,,18,89.479,,
,9202402,sargeant,williams,,19,89.526,,
,9202402,zhou,sauber,,20,,,
,9202403,max_verstappen,red_bull,,1,76.819,76.387,75.91499999999999
,9202403,sainz,ferrari,,2,76.731,76.189,76.185
,9202403,perez,red_bull,,3,76.805,76.631,76.274
,9202403,norris,mclaren,,4,77.43,76.75,76.315
,9202403,leclerc,ferrari,,5,76.98400000000001,76.304,76.435
,9202403,piastri,mclaren,,6,77.369,76.601,76.572
,9202403,russell,mercedes,,7,77.062,76.901,76.724
,9202403,tsunoda,rb,,8,77.356,76.791,76.788
,9202403,stroll,aston_martin,,9,77.376,76.78,77.072
,9202403,alonso,aston_martin,,10,76.991,76.71000000000001,77.55199999999999
,9202403,hamilton,mercedes,,11,77.499,76.96000000000001,
,9202403,albon,williams,,12,77.13,77.167,
,9202403,bottas,sauber,,13,77.543,77.34,
,9202403,kevin_magnussen,haas,,14,77.709,77.42699999999999,
,9202403,ocon,alpine,,15,77.617,77.697,
,9202403,hulkenberg,haas,,16,77.976,,
,9202403,gasly,alpine,,17,77.982,,
,9202403,ricciardo,rb,,18,78.08500000000001,,
,9202403,zhou,sauber,,19,78.188,,
,9202404,max_verstappen,red_bull,,1,88.866,88.74,88.197
,9202404,perez,red_bull,,2,89.303,88.752,88.263
,9202404,norris,mclaren,,3,89.536,88.94,88.489
,9202404,sainz,ferrari,,4,89.513,89.099,88.682
,9202404,alonso,aston_martin,,5,89.254,89.082,88.686
,9202404,piastri,mclaren,,6,89.425,89.148,88.76
,9202404,hamilton,mercedes,,7,89.661,88.887,88.76599999999999
,9202404,leclerc,ferrari,,8,89.338,89.196,88.786
,9202404,russell,mercedes,,9,89.799,89.14,89.008
,9202404,tsunoda,rb,,10,89.775,89.417,89.413
,9202404,ricciardo,rb,,11,89.727,89.47200000000001,
,9202404,hulkenberg,haas,,12,89.821,89.494,
,9202404,bottas,sauber,,13,89.602,89.593,
,9202404,albon,williams,,14,89.963,89.714,
,9202404,ocon,alpine,,15,89.811,89.816,
,9202404,stroll,aston_martin,,16,90.024,,
,9202404,gasly,alpine,,17,90.119,,
,9202404,kevin_magnussen,haas,,18,90.131,,
,9202404,sargeant,williams,,19,90.139,,
,9202404,zhou,sauber,,20,90.143,,
,9202405,max_verstappen,red_bull,,1,94.74199999999999,93.794,93.66
